dish_name,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,calorie_label
Diced Pork,250,15.0,20.0,0.0,🔴 高卡
Pasta Carbonara,600,20.0,25.0,70.0,🔴 高卡
Savory Pancakes,300,10.0,15.0,35.0,🔴 高卡
Mixed Vegetable Stir-fry,600,25.0,20.0,80.0,🔴 高卡
Oysters,70,6.0,2.5,3.0,🟢 低卡
Spicy Noodles with Peanuts,600,15.0,20.0,80.0,🔴 高卡
Noodles with Meat,600,30.0,20.0,70.0,🔴 高卡
Mushroom Soup,250,15.0,10.0,30.0,🔴 高卡
Meat and Vegetable Soup,350,25.0,15.0,30.0,🔴 高卡
Fried Rice with Egg and Meat,800,40.0,30.0,90.0,🔴 高卡
Mixed Green Vegetables,50,2.0,1.0,10.0,🟢 低卡
Sunflower Seeds,200,6.0,18.0,7.0,🟡 中卡
Scrambled Eggs,200,12.0,15.0,2.0,🟡 中卡
Peach-flavored snack,150,2.0,5.0,25.0,🟡 中卡
Mixed fruits and vegetables,150,2.0,0.5,35.0,🟡 中卡
Ketchup,100,1.0,0.5,24.0,🟡 中卡
Spicy Shrimp Stir-Fry,450,35.0,25.0,10.0,🔴 高卡
Noodle dish with toppings,450,15.0,20.0,55.0,🔴 高卡
Seafood Appetizer,250,10.0,15.0,20.0,🔴 高卡
Pasta with Ground Meat and Chicken Wings,800,50.0,40.0,70.0,🔴 高卡
Cheesy Chicken Pizza,300,15.0,12.0,36.0,🔴 高卡
Spicy Hot Pot,800,40.0,50.0,30.0,🔴 高卡
Stir-fried Vegetables with Meat,350,25.0,15.0,30.0,🔴 高卡
Bento Box,600,30.0,20.0,70.0,🔴 高卡
Fried Snack,300,5.0,15.0,35.0,🔴 高卡
Noodles,300,10.0,5.0,50.0,🔴 高卡
Shrimp Egg Custard,350,25.0,15.0,30.0,🔴 高卡
Fried Pancake,350,15.0,20.0,30.0,🔴 高卡
Stir-fried meat with green peppers,350,25.0,15.0,30.0,🔴 高卡
Stir-fried Vegetables with Rice,250,5.0,10.0,40.0,🔴 高卡
Cookies,150,1.5,7.0,22.0,🟡 中卡
Bell Pepper Salad,150,4.0,5.0,20.0,🟡 中卡
Snack,50,1.0,2.0,8.0,🟢 低卡
Ice Cream,200,3.0,10.0,25.0,🟡 中卡
Beef and Cabbage Stir-Fry,450,30.0,20.0,35.0,🔴 高卡
Grilled Skewers,600,50.0,30.0,20.0,🔴 高卡
Stir-fried Noodles with Meat,700,30.0,20.0,90.0,🔴 高卡
Salmon Poke Bowl,600,35.0,25.0,50.0,🔴 高卡
Spaghetti Bolognese,600,20.0,15.0,85.0,🔴 高卡
Mango Sago,300,3.0,5.0,60.0,🔴 高卡
Papaya Salad,150,3.0,5.0,25.0,🟡 中卡
Fresh Lychee,60,1.0,0.2,15.0,🟢 低卡
Spicy Beef Stir-Fry,600,40.0,30.0,20.0,🔴 高卡
Layered Dessert,150,3.0,5.0,25.0,🟡 中卡
Rice with Milk and Sweet,450,8.0,10.0,80.0,🔴 高卡
Mousse,250,5.0,15.0,30.0,🔴 高卡
Grilled Meat,250,20.0,15.0,0.0,🔴 高卡
Tomato Egg Noodle Soup,350,15.0,10.0,50.0,🔴 高卡
Fried Noodles with Egg,800,30.0,40.0,70.0,🔴 高卡
Grilled Ribeye Steak,800,70.0,60.0,10.0,🔴 高卡
Pasta with Meat,600,40.0,20.0,60.0,🔴 高卡
Egg Tart,200,4.0,10.0,25.0,🟡 中卡
Stuffed Flatbread,300,10.0,15.0,35.0,🔴 高卡
Tom Yum Soup,350,25.0,15.0,30.0,🔴 高卡
Baked Scallops,300,25.0,15.0,30.0,🔴 高卡
Seafood Noodle Soup,600,30.0,20.0,70.0,🔴 高卡
Mixed Rice Platter,600,20.0,25.0,70.0,🔴 高卡
Grilled Skewers with Bread,800,50.0,30.0,80.0,🔴 高卡
Stir-fried Noodles with Vegetables,250,6.0,5.0,45.0,🔴 高卡
Egg Rice Bowl with Cabbage,600,25.0,20.0,80.0,🔴 高卡
Sliced Kiwi,61,0.5,0.5,15.0,🟢 低卡
Braised Meat with Rice,600,30.0,20.0,70.0,🔴 高卡
Spiced Fried Chicken,300,25.0,15.0,10.0,🔴 高卡
Stir-fried meat with bell peppers,350,25.0,15.0,30.0,🔴 高卡
Tamale,250,15.0,10.0,30.0,🔴 高卡
Shrimp and Vegetable Rice,600,25.0,15.0,85.0,🔴 高卡
Apple Tart,300,4.0,15.0,40.0,🔴 高卡
Caesar Salad,350,10.0,15.0,40.0,🔴 高卡
Cooked White Rice,130,2.7,0.3,28.7,🟡 中卡
Crawfish with Rice,600,30.0,20.0,70.0,🔴 高卡
Stir-fried Beef with Vegetables,600,40.0,30.0,50.0,🔴 高卡
Rice Porridge with Meat,350,20.0,10.0,50.0,🔴 高卡
Grilled Meat with Mashed Potatoes and Vegetables,800,50.0,40.0,60.0,🔴 高卡
Sautéed Greens,150,5.0,7.0,15.0,🟡 中卡
Steamed Fish with Sauce,350,30.0,15.0,20.0,🔴 高卡
Steamed Bun,200,6.0,5.0,35.0,🟡 中卡
Shrimp and Vegetable Stir-Fry,350,25.0,10.0,30.0,🔴 高卡
Sweet and Sour Tofu,300,20.0,15.0,30.0,🔴 高卡
Fried Snack Balls,300,5.0,15.0,35.0,🔴 高卡
Meat Salad,600,30.0,25.0,50.0,🔴 高卡
Stuffed Lobster with Dumplings,600,50.0,30.0,40.0,🔴 高卡
Mixed Skewers and Hot Pot,800,50.0,40.0,60.0,🔴 高卡
Beef Carpaccio,250,20.0,15.0,5.0,🔴 高卡
Sushi Roll,300,15.0,10.0,40.0,🔴 高卡
Fruit Cocktail,300,1.0,0.5,75.0,🔴 高卡
Sliced Beef,250,20.0,20.0,0.0,🔴 高卡
Fruit assortment,250,2.0,1.0,65.0,🔴 高卡
Flan,200,4.0,8.0,30.0,🟡 中卡
Meat Stew,450,35.0,25.0,10.0,🔴 高卡
Tofu with Seaweed and Garnishes,250,10.0,15.0,20.0,🔴 高卡
Vegetable Curry with Rice and Roti,600,20.0,15.0,90.0,🔴 高卡
Mixed Grill Skewers,800,60.0,40.0,30.0,🔴 高卡
Spicy Crabs,300,25.0,10.0,5.0,🔴 高卡
Mixed Appetizers,300,10.0,15.0,30.0,🔴 高卡
Scrambled Eggs with Tomatoes,250,18.0,15.0,10.0,🔴 高卡
Meatball Soup,300,20.0,10.0,30.0,🔴 高卡
Mango,150,1.0,0.6,35.0,🟡 中卡
Grilled Fish,250,30.0,10.0,0.0,🔴 高卡
French Fries,365,4.0,17.0,58.0,🔴 高卡
Fruit/Vegetable Drink,50,0.5,0.1,12.0,🟢 低卡
Grilled Fish with Sides,600,40.0,25.0,50.0,🔴 高卡
Stir-fried Pork with Green Beans,450,20.0,25.0,30.0,🔴 高卡
Creamy Chicken Curry,600,25.0,30.0,50.0,🔴 高卡
Fried Edible Insects,250,20.0,15.0,10.0,🔴 高卡
Spicy Fish with Nuts,600,50.0,30.0,20.0,🔴 高卡
Stir-fried Meat with Vegetables,600,40.0,25.0,30.0,🔴 高卡
Pineapple Fried Rice,600,20.0,15.0,90.0,🔴 高卡
Grilled Kebabs,250,20.0,15.0,5.0,🔴 高卡
Spicy Nut Sauce,250,8.0,20.0,10.0,🔴 高卡
Ice Cream Cones,400,8.0,20.0,50.0,🔴 高卡
Dessert Platter,800,10.0,35.0,100.0,🔴 高卡
Red Bean Mochi,250,4.0,8.0,40.0,🔴 高卡
Vegetable and Tofu Soup,250,15.0,10.0,30.0,🔴 高卡
Coffee Concentrate,50,1.0,0.5,12.0,🟢 低卡
Egg Noodle Soup,400,20.0,15.0,55.0,🔴 高卡
Sautéed Potatoes and Sausages,350,15.0,20.0,30.0,🔴 高卡
Roasted Chicken with Potatoes,600,50.0,30.0,40.0,🔴 高卡
Crispy Fried Crab,600,50.0,30.0,20.0,🔴 高卡
Tempura,400,15.0,20.0,45.0,🔴 高卡
Fried Bread,300,5.0,10.0,45.0,🔴 高卡
Chicken and Vegetable Stir-fry,600,40.0,25.0,50.0,🔴 高卡
Spicy Tofu Stir-fry,300,15.0,20.0,10.0,🔴 高卡
Stir-fried Pork with Greens,450,30.0,25.0,20.0,🔴 高卡
Pomegranate,83,1.7,1.2,18.5,🟢 低卡
Starchy Fruit,150,1.0,0.5,35.0,🟡 中卡
Fried Cutlet,350,15.0,20.0,30.0,🔴 高卡
Savory Snack,250,8.0,10.0,30.0,🔴 高卡
Sweet Rice with Dried Fruits,350,6.0,2.5,70.0,🔴 高卡
Savory Pastry,300,10.0,15.0,30.0,🔴 高卡
Roti with Lentil Curry,600,15.0,20.0,80.0,🔴 高卡
Grilled Fish and Crab,800,60.0,40.0,50.0,🔴 高卡
Noodle Salad with Tofu,600,25.0,20.0,80.0,🔴 高卡
Mixed Seafood Hot Pot,800,50.0,30.0,70.0,🔴 高卡
Vegetable Stew,350,20.0,15.0,40.0,🔴 高卡
Cantaloupe,50,1.0,0.2,13.0,🟢 低卡
Seafood Stir-fry,600,35.0,25.0,50.0,🔴 高卡
Chinese Sausage Platter,600,30.0,40.0,10.0,🔴 高卡
Grilled Meat Cubes,250,20.0,15.0,5.0,🔴 高卡
Spicy Mixed Dishes,600,25.0,30.0,50.0,🔴 高卡
Meat and Vegetable Stew,600,40.0,30.0,50.0,🔴 高卡
Meatball Rice Bowl,600,30.0,20.0,70.0,🔴 高卡
Barbecue Chicken Drumsticks,400,30.0,25.0,10.0,🔴 高卡
Black Sesame Seeds,600,18.0,50.0,30.0,🔴 高卡
Garlic Shrimp,250,30.0,10.0,5.0,🔴 高卡
Potato Casserole,300,10.0,15.0,35.0,🔴 高卡
Savory Roll,600,25.0,30.0,50.0,🔴 高卡
Spicy Fish Stew,600,40.0,30.0,20.0,🔴 高卡
Meatballs,400,25.0,20.0,30.0,🔴 高卡
Bitter Melon Stir-Fry,350,25.0,15.0,30.0,🔴 高卡
Crab with Sauce,600,40.0,30.0,50.0,🔴 高卡
Vegetable and Fish Cake Soup,350,20.0,15.0,30.0,🔴 高卡
Noodle Soup with Pork,600,30.0,15.0,80.0,🔴 高卡
Oatmeal with Blueberries,250,8.0,5.0,45.0,🔴 高卡
Mixed Vegetables,150,5.0,1.0,30.0,🟡 中卡
Cake with Macarons,350,4.0,15.0,50.0,🔴 高卡
Braised Pork Trotters,600,30.0,40.0,20.0,🔴 高卡
Grilled Chicken Wing,250,20.0,15.0,5.0,🔴 高卡
Animal-Shaped Milk Biscuits,150,3.0,5.0,22.0,🟡 中卡
Mixed Asian Meal,800,50.0,30.0,100.0,🔴 高卡
Fried Chicken Noodle Soup,600,40.0,30.0,50.0,🔴 高卡
Savory Pancake,300,10.0,15.0,35.0,🔴 高卡
Sweet Rice Porridge,200,3.0,2.0,40.0,🟡 中卡
Snack Cake,150,2.0,5.0,25.0,🟡 中卡
Steamed Fish with Vegetables,350,30.0,15.0,10.0,🔴 高卡
Noodles with Spicy Sauce and Tofu,400,15.0,10.0,60.0,🔴 高卡
Jollof Rice with Grilled Chicken,800,40.0,30.0,90.0,🔴 高卡
Seafood Soup,350,25.0,10.0,40.0,🔴 高卡
Noodle Soup with Seafood,450,25.0,15.0,60.0,🔴 高卡
Cooked Spinach,70,9.0,1.0,10.0,🟢 低卡
Fruit Candy,100,1.0,0.5,25.0,🟡 中卡
Breakfast Platter,800,45.0,40.0,60.0,🔴 高卡
Strawberry French Toast,350,8.0,15.0,50.0,🔴 高卡
Sponge Cake,250,4.0,8.0,40.0,🔴 高卡
Seafood Tofu Soup,350,25.0,15.0,30.0,🔴 高卡
Beef and Pineapple Stir-Fry,450,30.0,20.0,35.0,🔴 高卡
Sour Beef Noodle Soup,600,40.0,25.0,50.0,🔴 高卡
Glazed Sausage with Oranges,350,25.0,20.0,30.0,🔴 高卡
Stir-fried noodles with vegetables,600,30.0,20.0,70.0,🔴 高卡
Pork Belly with Eggs,600,40.0,30.0,50.0,🔴 高卡
Fried Chicken Leg,250,20.0,15.0,0.0,🔴 高卡
Decorated Cupcakes and Cake,400,5.0,18.0,60.0,🔴 高卡
Vegetable and Flatbread Meal,350,8.0,10.0,60.0,🔴 高卡
Shrimp Salad,350,25.0,10.0,40.0,🔴 高卡
Fried Dough Sticks,400,6.0,20.0,50.0,🔴 高卡
Shrimp Noodle Bowl,600,25.0,15.0,80.0,🔴 高卡
Taiyaki,200,3.0,5.0,35.0,🟡 中卡
Cooked Chicken Drumsticks,300,25.0,20.0,5.0,🔴 高卡
Mixed Nuts,200,6.0,18.0,8.0,🟡 中卡
Stir-fried Shrimp,250,30.0,10.0,5.0,🔴 高卡
Green Noodle Soup,600,25.0,15.0,80.0,🔴 高卡
Grilled Fish with Noodles,600,40.0,20.0,50.0,🔴 高卡
Peking Duck Wrap,400,25.0,20.0,30.0,🔴 高卡
Mushrooms,50,3.1,0.5,10.0,🟢 低卡
Beef Noodle Soup,600,30.0,20.0,70.0,🔴 高卡
Fried snacks and drink,600,15.0,20.0,80.0,🔴 高卡
Rice with vegetables and egg,600,25.0,20.0,80.0,🔴 高卡
Grilled Fish and Oysters,600,50.0,30.0,20.0,🔴 高卡
Spicy Stew,450,25.0,15.0,60.0,🔴 高卡
Small fruit,50,1.0,0.2,12.0,🟢 低卡
Ice Cream Bar,150,1.0,5.0,25.0,🟡 中卡
Stuffed Sandwich,600,30.0,25.0,60.0,🔴 高卡
Cheesy Chicken Noodles,800,25.0,30.0,90.0,🔴 高卡
Sesame Spinach,150,5.0,7.0,15.0,🟡 中卡
Dried Meat,250,15.0,10.0,30.0,🔴 高卡
Packaged Snacks,250,5.0,10.0,35.0,🔴 高卡
Fried Pork Chops,600,50.0,30.0,10.0,🔴 高卡
Pilaf with Lamb,600,30.0,20.0,70.0,🔴 高卡
Cheeseburger with Fries,800,30.0,45.0,60.0,🔴 高卡
Watermelon Slice,46,0.9,0.2,11.6,🟢 低卡
Fried Seaweed,150,3.0,5.0,25.0,🟡 中卡
Vegetable Bake,250,12.0,10.0,30.0,🔴 高卡
Sautéed Potatoes,150,3.0,0.5,35.0,🟡 中卡
Fruit Drink,150,0.5,0.5,35.0,🟡 中卡
Chicken Wings with Celery,450,35.0,30.0,10.0,🔴 高卡
Fried Chicken with Rice,800,40.0,30.0,90.0,🔴 高卡
Green Tea Drink,50,0.0,0.0,12.0,🟢 低卡
Stuffed Crab and Roast Duck,800,50.0,45.0,30.0,🔴 高卡
Braised Pork Ribs,600,30.0,40.0,20.0,🔴 高卡
Spicy Fish with Noodles,600,50.0,30.0,40.0,🔴 高卡
Vegetable Rolls,150,3.0,5.0,25.0,🟡 中卡
Fried Tofu,300,10.0,20.0,30.0,🔴 高卡
Seafood Medley,250,30.0,10.0,5.0,🔴 高卡
Spaghetti with Meat Sauce,600,20.0,15.0,85.0,🔴 高卡
Braised Chicken with Vegetables,600,40.0,30.0,20.0,🔴 高卡
Burger with fries,800,30.0,40.0,70.0,🔴 高卡
Braised Chicken Feet,200,20.0,10.0,5.0,🟡 中卡
Spicy Clams,250,20.0,10.0,15.0,🔴 高卡
Spicy Chicken with Vegetables,600,40.0,30.0,50.0,🔴 高卡
Nectarines,150,2.0,0.5,36.0,🟡 中卡
Fried Eggs,300,24.0,20.0,2.0,🔴 高卡
Spicy Stir-Fried Lotus Root,250,5.0,10.0,35.0,🔴 高卡
Shrimp with Rice and Soup,600,40.0,15.0,80.0,🔴 高卡
Stir-fried seafood and meat with bread,700,40.0,30.0,60.0,🔴 高卡
Banana,105,1.3,0.3,27.0,🟡 中卡
Roasted Meat,600,30.0,40.0,10.0,🔴 高卡
Fried Chicken Meal,800,50.0,45.0,40.0,🔴 高卡
Twisted Pastry,250,4.0,10.0,36.0,🔴 高卡
Meat with Rice and Noodles,600,30.0,20.0,70.0,🔴 高卡
Egg Noodles with Vegetables,350,15.0,10.0,50.0,🔴 高卡
Beef Stew with Rice,600,40.0,25.0,60.0,🔴 高卡
Lobster,350,40.0,15.0,5.0,🔴 高卡
Dessert,300,5.0,10.0,45.0,🔴 高卡
Crème Brûlée,250,5.0,15.0,30.0,🔴 高卡
Baked pastry with iced coffee,300,6.0,15.0,35.0,🔴 高卡
Spicy Chicken Stir-fry,600,40.0,20.0,50.0,🔴 高卡
Grilled Steak with Sides,800,50.0,40.0,60.0,🔴 高卡
Vegetable Patties,300,10.0,15.0,30.0,🔴 高卡
Sweet Red Bean Soup,250,5.0,1.5,55.0,🔴 高卡
Salmon Fillet,300,25.0,20.0,0.0,🔴 高卡
Raspberry Layer Cake,350,5.0,20.0,40.0,🔴 高卡
Mixed Seafood Platter,800,40.0,35.0,90.0,🔴 高卡
Vegetable Noodle Stir-Fry,600,20.0,15.0,80.0,🔴 高卡
Fried Pork,300,25.0,20.0,0.0,🔴 高卡
Sweetened Tea,150,0.0,0.0,39.0,🟡 中卡
Mixed Leafy Greens,50,3.0,1.0,10.0,🟢 低卡
Omelet with Lettuce,350,15.0,20.0,30.0,🔴 高卡
Lime-flavored chips,150,2.0,8.0,18.0,🟡 中卡
Noodle dish with meat and spring rolls,600,30.0,20.0,70.0,🔴 高卡
Mixed Grains and Vegetables,600,25.0,20.0,80.0,🔴 高卡
Spicy Meat Stew,600,50.0,40.0,20.0,🔴 高卡
Apricots,48,1.4,0.1,12.0,🟢 低卡
Strawberry Cheesecake,350,5.0,15.0,50.0,🔴 高卡
Mixed Legume Salad,350,10.0,15.0,45.0,🔴 高卡
Green Grapes,104,1.1,0.2,27.3,🟡 中卡
Squid,200,30.0,1.5,0.0,🟡 中卡
Papaya,59,0.5,0.4,15.0,🟢 低卡
Sandwich with Salad,600,25.0,20.0,70.0,🔴 高卡
Mini pastries,300,5.0,15.0,40.0,🔴 高卡
Fish Balls,200,15.0,5.0,20.0,🟡 中卡
Lemon Garlic Chicken Wings,400,30.0,25.0,10.0,🔴 高卡
Mixed Meat and Vegetable Dish with Rice,800,50.0,30.0,100.0,🔴 高卡
Mixed Plate with Rice,800,40.0,30.0,90.0,🔴 高卡
Sweet Mochi,150,1.0,2.0,30.0,🟡 中卡
Boonie Bears Popsicle,100,1.0,2.0,22.0,🟡 中卡
Tofu and Pork Stew,600,25.0,30.0,50.0,🔴 高卡
Canned Toddy Palm Seeds,120,1.0,0.5,28.0,🟡 中卡
Chicken Wings with Stir-fried Vegetables,800,50.0,40.0,60.0,🔴 高卡
Glazed Fried Chicken,400,25.0,20.0,30.0,🔴 高卡
Milk Tea,300,5.0,10.0,45.0,🔴 高卡
Mixed Vegetable Salad,150,3.0,5.0,25.0,🟡 中卡
Rice Soup,350,20.0,10.0,50.0,🔴 高卡
Stir-fried Green Beans with Shrimp,250,15.0,10.0,30.0,🔴 高卡
Green Peas,81,5.4,0.4,14.5,🟢 低卡
Fruit Bowl with Chia Seeds,300,3.0,5.0,60.0,🔴 高卡
Eggs Benedict,450,20.0,30.0,30.0,🔴 高卡
Yellow Beans,350,30.0,1.5,60.0,🔴 高卡
Stir-fried Tofu with Ground Meat,400,25.0,20.0,30.0,🔴 高卡
Red Bean Pastry,250,5.0,10.0,35.0,🔴 高卡
Spicy Noodles with Vegetables,600,25.0,20.0,80.0,🔴 高卡
Vietnamese Rice Paper Roll,450,15.0,20.0,50.0,🔴 高卡
Baked Oysters,300,25.0,15.0,10.0,🔴 高卡
Garnished Fish,250,30.0,10.0,5.0,🔴 高卡
Fried dough,150,2.0,8.0,18.0,🟡 中卡
Cocktail and Snacks,300,5.0,15.0,40.0,🔴 高卡
Cheese Sticks,250,20.0,15.0,5.0,🔴 高卡
Salad with Egg and Salmon,250,12.0,10.0,30.0,🔴 高卡
Stir-fried Chicken,450,30.0,20.0,25.0,🔴 高卡
Fried Fish Skin,500,40.0,30.0,20.0,🔴 高卡
Seafood Gelatin,250,20.0,10.0,15.0,🔴 高卡
Grilled Meat Platter,800,60.0,50.0,20.0,🔴 高卡
Dates,150,1.2,0.2,40.0,🟡 中卡
Egg Seaweed Soup,200,12.0,10.0,15.0,🟡 中卡
Chicken Curry,600,40.0,30.0,20.0,🔴 高卡
Mixed Fried Seafood and Meat,600,40.0,30.0,50.0,🔴 高卡
Noodles with Stir-Fried Pork and Egg,600,30.0,25.0,70.0,🔴 高卡
Dumplings with sauce,400,20.0,10.0,60.0,🔴 高卡
Sushi Rolls,300,8.0,10.0,45.0,🔴 高卡
Boiled Chicken with Soup,600,50.0,30.0,20.0,🔴 高卡
Mixed Meat Stew,600,40.0,30.0,50.0,🔴 高卡
Pepperoni Pizza,285,12.0,10.5,36.0,🔴 高卡
Shrimp Pancake,250,15.0,10.0,30.0,🔴 高卡
Salmon and Avocado Toast,450,30.0,25.0,40.0,🔴 高卡
Steak with vegetables and potatoes,800,60.0,40.0,50.0,🔴 高卡
Mixed Stir-Fry,600,40.0,30.0,50.0,🔴 高卡
Mixed Tapas Platter,250,10.0,15.0,20.0,🔴 高卡
Noodle with Chicken,600,25.0,20.0,80.0,🔴 高卡
Apples,520,1.0,1.0,140.0,🔴 高卡
Cheese Bread Rolls,250,6.0,8.0,36.0,🔴 高卡
Stir-fried Beef with Green Beans,450,30.0,20.0,25.0,🔴 高卡
Mixed Fruits,150,2.0,0.5,38.0,🟡 中卡
Cinnamon Roll,300,4.0,10.0,50.0,🔴 高卡
Seafood Noodle Stir-fry,600,30.0,20.0,80.0,🔴 高卡
Noodle Soup with Skewers,800,25.0,30.0,100.0,🔴 高卡
Boiled Green Bell Peppers,20,1.0,0.2,4.7,🟢 低卡
Crawfish and Meat Platter,800,60.0,30.0,50.0,🔴 高卡
Baked Goods,250,8.0,10.0,30.0,🔴 高卡
Fried Chicken with Sauce,800,40.0,45.0,50.0,🔴 高卡
Glazed Meat,350,15.0,20.0,30.0,🔴 高卡
Watermelon Salad,150,3.0,0.5,37.0,🟡 中卡
Cheese Platter,600,25.0,40.0,30.0,🔴 高卡
Broccoli,55,4.0,0.6,11.2,🟢 低卡
Chicken Soup with Pastry,600,30.0,20.0,70.0,🔴 高卡
Sushi and Fried Chicken,800,50.0,30.0,70.0,🔴 高卡
Creamy Mushroom Dish,450,25.0,20.0,50.0,🔴 高卡
Spicy Chicken Feet,250,20.0,15.0,5.0,🔴 高卡
Sliced Squid,200,40.0,2.0,0.0,🟡 中卡
Crisp Angle Snack,150,2.0,8.0,18.0,🟡 中卡
Stir-fried Cauliflower,150,4.0,7.0,20.0,🟡 中卡
Noodles with meat and side dish,800,30.0,20.0,100.0,🔴 高卡
Mixed Meat Bowl,600,40.0,25.0,50.0,🔴 高卡
Cheese-topped Steak,600,50.0,35.0,20.0,🔴 高卡
Barbecued Chicken,400,30.0,25.0,5.0,🔴 高卡
Assorted Pastries,600,10.0,30.0,70.0,🔴 高卡
Pork Congee,600,40.0,25.0,50.0,🔴 高卡
Spicy Skewers and Fried Chicken,800,50.0,40.0,60.0,🔴 高卡
French Toast,300,6.0,15.0,40.0,🔴 高卡
Melon Pan,250,5.0,8.0,40.0,🔴 高卡
Meat Skewers,600,50.0,40.0,10.0,🔴 高卡
Chocolate Birthday Cake,350,4.0,15.0,50.0,🔴 高卡
Snack Cakes,250,4.0,12.0,36.0,🔴 高卡
Shaved Ice with Fruit,300,3.0,10.0,50.0,🔴 高卡
Vegetable and Meat Soup,350,25.0,10.0,40.0,🔴 高卡
Mixed Salad with Crispy Rice,600,30.0,25.0,50.0,🔴 高卡
Cooked Offal,250,15.0,20.0,0.0,🔴 高卡
Mixed Skewers and Fried Noodles,800,50.0,40.0,60.0,🔴 高卡
Stir-fried vegetables with protein,250,20.0,15.0,10.0,🔴 高卡
Mushroom Chicken Soup,350,25.0,15.0,30.0,🔴 高卡
Fruit platter and tea,300,5.0,10.0,45.0,🔴 高卡
litti chokha,600,15.0,25.0,80.0,🔴 高卡
Chicken Wings,400,30.0,25.0,0.0,🔴 高卡
Lemon Cookies,150,2.0,6.0,22.0,🟡 中卡
Stir-fried Meat and Eggs,450,30.0,20.0,25.0,🔴 高卡
Meat floss with fried dough,450,15.0,25.0,40.0,🔴 高卡
Stir-fried meat with green beans,600,40.0,30.0,20.0,🔴 高卡
Dim Sum,300,15.0,10.0,40.0,🔴 高卡
Snack Bar,150,3.0,5.0,25.0,🟡 中卡
Pork and Green Beans Stir-fry,600,30.0,45.0,20.0,🔴 高卡
Ice Cream Sundae,600,8.0,30.0,80.0,🔴 高卡
Fried Egg and Toast,300,12.0,15.0,30.0,🔴 高卡
Assorted Snacks,250,3.0,10.0,35.0,🔴 高卡
Mushroom Noodle Soup,250,10.0,5.0,40.0,🔴 高卡
Mixed Vegetables and Snack,150,3.0,5.0,25.0,🟡 中卡
Banh Chung,400,15.0,10.0,70.0,🔴 高卡
Green Smoothie,250,10.0,8.0,30.0,🔴 高卡
Baked Sweet Potatoes,180,4.0,0.3,41.0,🟡 中卡
Mixed Protein Bowl,600,35.0,25.0,50.0,🔴 高卡
Mixed Vegetable Soup and Scrambled Eggs,600,40.0,30.0,50.0,🔴 高卡
Hearty Soup with Salad and Wrap,800,40.0,30.0,90.0,🔴 高卡
Kabanosy,185,10.0,15.0,1.0,🟡 中卡
Avocado,150,2.0,0.5,38.0,🟡 中卡
Shredded Chicken Salad,250,20.0,15.0,5.0,🔴 高卡
Braised Fish,400,30.0,20.0,15.0,🔴 高卡
Stir-fried Lotus Root,250,15.0,10.0,30.0,🔴 高卡
Mixed Rice with Meat and Egg,700,40.0,30.0,60.0,🔴 高卡
Mooncake,300,6.0,10.0,45.0,🔴 高卡
Stir-fried Pork with Green Onions,400,25.0,20.0,30.0,🔴 高卡
Grilled Steak with Tomatoes,600,50.0,40.0,10.0,🔴 高卡
Chicken and Potato Stir-fry,600,40.0,25.0,50.0,🔴 高卡
Tomato Scrambled Eggs,250,12.0,15.0,20.0,🔴 高卡
Spicy Chicken with Sesame,350,25.0,20.0,15.0,🔴 高卡
Yellow Rice with Flatbread and Vegetables,600,20.0,15.0,90.0,🔴 高卡
Noni Fruit,73,0.5,0.4,15.1,🟢 低卡
Spicy Tofu with Meat,600,40.0,30.0,50.0,🔴 高卡
Japchae,350,12.0,10.0,55.0,🔴 高卡
Stir-fried Eggs with Meat,450,30.0,25.0,20.0,🔴 高卡
Fish in Cream Sauce,350,25.0,15.0,30.0,🔴 高卡
Pudding,200,3.0,5.0,35.0,🟡 中卡
Fruit Snacks,120,0.2,0.5,30.0,🟡 中卡
Meat Buns,400,25.0,15.0,50.0,🔴 高卡
Vegetable Pasta,350,12.0,10.0,50.0,🔴 高卡
Unknown fruit,50,1.0,0.5,12.0,🟢 低卡
Avocado Toast,400,10.0,20.0,50.0,🔴 高卡
Savory Crackers,150,3.0,5.0,22.0,🟡 中卡
Cat-shaped cookies,150,2.0,6.0,22.0,🟡 中卡
Shrimp with cheese,250,30.0,5.0,10.0,🔴 高卡
Breakfast Cereal with Fruits,250,10.0,5.0,40.0,🔴 高卡
Creamy Pasta,600,20.0,25.0,70.0,🔴 高卡
Beef Stew,450,30.0,20.0,40.0,🔴 高卡
Chicken Sandwich,450,25.0,15.0,50.0,🔴 高卡
Skewered Meat with Rice,600,30.0,25.0,70.0,🔴 高卡
Sesame Snack,150,3.0,6.0,20.0,🟡 中卡
Mixed Vegetable and Fruit Platter,350,15.0,10.0,50.0,🔴 高卡
Chicken and Egg Soup,350,25.0,15.0,30.0,🔴 高卡
Green Fruits,150,1.0,0.5,35.0,🟡 中卡
Mixed Vegetable and Meat Rice,600,30.0,20.0,80.0,🔴 高卡
Spicy Fried Meat,800,60.0,50.0,30.0,🔴 高卡
Grilled Vegetable and Shrimp Medley,450,30.0,20.0,40.0,🔴 高卡
Shrimp Pasta,600,30.0,20.0,70.0,🔴 高卡
Egg Roll Soup,350,20.0,15.0,40.0,🔴 高卡
Cream-filled Bun,300,4.0,10.0,45.0,🔴 高卡
Sliced Bread,250,8.0,3.0,45.0,🔴 高卡
